# Groups associated with records, within table '/Users/cliftonbdemesquita/Documents/GitHub/SunflowerG/data/otu_table_16S.txt'
# Based on groups table '/Users/cliftonbdemesquita/Desktop/FAPROTAX_1.2.9/FAPROTAX.txt'
# Generated on: 2026.01.07 18:10:38
# Used command:
#   /Users/cliftonbdemesquita/Desktop/FAPROTAX_1.2.9/collapse_table.py -i /Users/cliftonbdemesquita/Documents/GitHub/SunflowerG/data/otu_table_16S.txt -o /Users/cliftonbdemesquita/Documents/GitHub/SunflowerG/data/func_table.tsv -g /Users/cliftonbdemesquita/Desktop/FAPROTAX_1.2.9/FAPROTAX.txt -d taxonomy -c '#' -v --out_groups2records_table /Users/cliftonbdemesquita/Documents/GitHub/SunflowerG/data/otu_faprotax_output.txt --out_groups2records_table_dense /Users/cliftonbdemesquita/Documents/GitHub/SunflowerG/data/otu_faprotax_output_long.txt
#
# Summary:
#   Loaded 92 groups comprising 8355 members (5060 unique members)
#   Established 6905 assignments of records to groups
#   15660 out of 19274 records could not be assigned to any group (leftovers)
#   Number of groups represented: 44
#
record	group
"Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup 17,NA,NA,OTU_8544"	
"Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,OTU_18533"	predatory_or_exoparasitic
"Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,OTU_10781"	
"Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Frankiaceae,Jatrophihabitans,OTU_8061"	
"Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,OTU_7972"	
"Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,NA,NA,OTU_10119"	
"Bacteria,Gemmatimonadota,S0134 terrestrial group,NA,NA,NA,OTU_17513"	
"Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,NA,OTU_11738"	
"Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Stenotrophobacter,OTU_5672"	
"Bacteria,NA,NA,NA,NA,NA,OTU_14149"	
"Bacteria,Elusimicrobiota,Elusimicrobia,MVP-88,NA,NA,OTU_18525"	
"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,NA,OTU_18532"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudorhodoplanes,OTU_9306"	
"Bacteria,NA,NA,NA,NA,NA,OTU_19175"	
"Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum,OTU_9525"	
"Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,NA,OTU_18314"	
"Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,OTU_4354"	
"Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup 17,NA,NA,OTU_10826"	
"Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,NA,OTU_14557"	chemoheterotrophy
"Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA,OTU_17949"	
"Bacteria,Patescibacteria,Parcubacteria,NA,NA,NA,OTU_17583"	
"Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,OTU_10146"	
"Bacteria,Acidobacteriota,Subgroup 5,NA,NA,NA,OTU_10488"	
"Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,OTU_7069"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,OTU_9721"	predatory_or_exoparasitic
"Bacteria,Actinobacteriota,NA,NA,NA,NA,OTU_5475"	
"Bacteria,Armatimonadota,NA,NA,NA,NA,OTU_10131"	
"Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,NA,NA,OTU_6282"	
"Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA,OTU_13416"	
"Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Pontibacter,OTU_13157"	
"Bacteria,NA,NA,NA,NA,NA,OTU_6506"	
"Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,OTU_6215"	
"Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,OTU_12536"	
"Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,OTU_12215"	
"Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA,OTU_11104"	
"Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia,OTU_8838"	fermentation,chemoheterotrophy
"Bacteria,Actinobacteriota,Actinobacteria,Frankiales,NA,NA,OTU_10907"	
"Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus Omnitrophus,OTU_12375"	
"Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Verrucomicrobium,OTU_7148"	fermentation,aerobic_chemoheterotrophy,ureolysis,chemoheterotrophy
"Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,NA,NA,OTU_17947"	
"Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,OTU_7162"	
"Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,NA,NA,OTU_20544"	
"Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS 17,NA,OTU_11913"	
"Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,OTU_13766"	predatory_or_exoparasitic
"Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,OTU_7619"	aerobic_chemoheterotrophy,aromatic_compound_degradation,chemoheterotrophy
"Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA,OTU_17963"	
"Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Noviherbaspirillum,OTU_19943"	
"Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,OTU_11963"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,NA,NA,OTU_6391"	
"Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Roseimicrobium,OTU_5185"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,SH-PL14,OTU_3230"	
"Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,OTU_17823"	
"Bacteria,Chloroflexi,Ktedonobacteria,C0119,NA,NA,OTU_19017"	
"Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,NA,OTU_20235"	
"Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,OTU_10531"	predatory_or_exoparasitic
"Bacteria,Acidobacteriota,Subgroup 22,NA,NA,NA,OTU_10696"	
"Bacteria,Gemmatimonadota,S0134 terrestrial group,NA,NA,NA,OTU_7657"	
"Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,Litorilinea,OTU_20543"	chemoheterotrophy
"Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,OTU_13763"	
"Bacteria,Abditibacteriota,Abditibacteria,Abditibacteriales,Abditibacteriaceae,Abditibacterium,OTU_13049"	
"Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA,OTU_15014"	
"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,KD3-10,OTU_15317"	
"Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,OTU_11455"	
"Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,OTU_16505"	
"Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,OTU_21103"	
"Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,OTU_11023"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,alphaI cluster,OTU_8911"	
"Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,NA,NA,OTU_17727"	
"Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,possible genus 04,OTU_8519"	
"Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,OTU_5681"	
"Bacteria,NA,NA,NA,NA,NA,OTU_18330"	
"Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,OTU_9300"	predatory_or_exoparasitic
"Bacteria,Actinobacteriota,MB-A2-108,NA,NA,NA,OTU_21262"	
"Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,OTU_8707"	
"Bacteria,Firmicutes,Bacilli,NA,NA,NA,OTU_20422"	
"Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,NA,OTU_9949"	
"Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,OTU_8755"	
"Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,OTU_12835"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Thermomonas,OTU_11100"	aerobic_chemoheterotrophy,ureolysis,chemoheterotrophy
"Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup 17,NA,NA,OTU_11449"	
"Bacteria,Chloroflexi,Ktedonobacteria,C0119,NA,NA,OTU_15393"	
"Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,OTU_8681"	
"Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1,OTU_12652"	aerobic_ammonia_oxidation,nitrification
"Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,TRA3-20,NA,OTU_9470"	
"Bacteria,Actinobacteriota,Acidimicrobiia,NA,NA,NA,OTU_15322"	
"Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,OTU_16062"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,OTU_5682"	
"Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,NA,OTU_9896"	
"Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,NA,NA,OTU_13847"	
"Archaea,Thermoplasmatota,Thermoplasmata,Marine Group II,NA,NA,OTU_7799"	
"Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA,OTU_6878"	
"Bacteria,Chloroflexi,P2-11E,NA,NA,NA,OTU_16100"	
"Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,OTU_15558"	
"Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,NA,NA,OTU_15667"	
"Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,OTU_7023"	chemoheterotrophy
"Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Ohtaekwangia,OTU_7934"	
"Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,NA,NA,OTU_16312"	
"Bacteria,Acidobacteriota,Subgroup 5,NA,NA,NA,OTU_13918"	
"Bacteria,Gemmatimonadota,BD2-11 terrestrial group,NA,NA,NA,OTU_12984"	
"Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,OTU_11151"	
"Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,TRA3-20,NA,OTU_14566"	
"Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,NA,OTU_11138"	
"Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA,OTU_5188"	
"Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,OTU_13153"	
"Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,NA,NA,OTU_17649"	
"Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,Sandaracinus,OTU_20313"	
"Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Roseisolibacter,OTU_9648"	
"Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,OTU_14148"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Salinispora,OTU_17444"	
"Bacteria,Actinobacteriota,Actinobacteria,Kineosporiales,Kineosporiaceae,Angustibacter,OTU_4860"	
"Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Chryseolinea,OTU_9658"	
"Bacteria,Sumerlaeota,Sumerlaeia,Sumerlaeales,Sumerlaeaceae,Sumerlaea,OTU_19043"	
"Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,NA,OTU_9444"	
"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,NA,OTU_8118"	
"Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,NA,NA,OTU_7981"	
"Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9 marine group,NA,OTU_13828"	
"Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1,OTU_9031"	aerobic_ammonia_oxidation,nitrification
"Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,NA,NA,OTU_15233"	
"Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,OTU_9836"	
"Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,OTU_3723"	
"Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,OTU_13430"	
"Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,NA,OTU_12748"	
"Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora,OTU_5533"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,UTCFX1,OTU_15375"	chemoheterotrophy
"Bacteria,Armatimonadota,NA,NA,NA,NA,OTU_14564"	
"Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Cellulomonadaceae,Oerskovia,OTU_15509"	fermentation,chemoheterotrophy
"Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA,OTU_10941"	
"Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,OTU_12300"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,ADurb.Bin063-1,OTU_8551"	
"Bacteria,Proteobacteria,NA,NA,NA,NA,OTU_13432"	
"Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,OTU_8909"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,OTU_7238"	
"Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,OTU_13255"	
"Bacteria,Chloroflexi,Anaerolineae,SBR1031,NA,NA,OTU_13994"	
"Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Minicystis,OTU_8533"	
"Bacteria,Actinobacteriota,Actinobacteria,0319-7L14,NA,NA,OTU_11696"	
"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,KD3-10,OTU_10902"	
"Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,OTU_10704"	
"Bacteria,Actinobacteriota,Actinobacteria,NA,NA,NA,OTU_17819"	
"Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,NA,NA,OTU_15289"	
"Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,OTU_17067"	
"Bacteria,Actinobacteriota,MB-A2-108,NA,NA,NA,OTU_12415"	
"Bacteria,Gemmatimonadota,Longimicrobia,Longimicrobiales,Longimicrobiaceae,YC-ZSS-LKJ147,OTU_15960"	
"Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,NA,OTU_5679"	
"Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,NA,OTU_11711"	
"Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA,OTU_18602"	
"Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA,OTU_21300"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,OTU_14372"	
"Bacteria,Latescibacterota,NA,NA,NA,NA,OTU_4529"	
"Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,NA,OTU_14604"	
"Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA,OTU_8678"	
"Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,OTU_11468"	
"Bacteria,Armatimonadota,NA,NA,NA,NA,OTU_13518"	
"Bacteria,Chloroflexi,TK10,NA,NA,NA,OTU_6759"	
"Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA,OTU_16446"	
"Bacteria,Gemmatimonadota,Longimicrobia,Longimicrobiales,Longimicrobiaceae,YC-ZSS-LKJ147,OTU_5976"	
"Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,OTU_8837"	
"Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,OTU_6089"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,OTU_11185"	
"Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Nakamurellaceae,Nakamurella,OTU_6598"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Actinobacteriota,Acidimicrobiia,NA,NA,NA,OTU_18930"	
"Bacteria,Elusimicrobiota,Lineage IIa,NA,NA,NA,OTU_13246"	
"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,NA,OTU_21295"	
"Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,OTU_14675"	
"Bacteria,Chloroflexi,KD4-96,NA,NA,NA,OTU_4497"	
"Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,OTU_10361"	
"Bacteria,Acidobacteriota,Acidobacteriae,Subgroup 2,NA,NA,OTU_17172"	
"Bacteria,Abditibacteriota,Abditibacteria,Abditibacteriales,Abditibacteriaceae,Abditibacterium,OTU_15969"	
"Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,NA,OTU_14527"	
"Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,NA,NA,OTU_14474"	
"Bacteria,Elusimicrobiota,Lineage IIa,NA,NA,NA,OTU_9094"	
"Bacteria,Chloroflexi,P2-11E,NA,NA,NA,OTU_13957"	
"Bacteria,NA,NA,NA,NA,NA,OTU_8301"	
"Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,OTU_4048"	
"Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,OTU_10985"	
"Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,OTU_15491"	chemoheterotrophy
"Bacteria,Armatimonadota,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,Chthonomonas,OTU_10306"	
"Bacteria,Proteobacteria,Gammaproteobacteria,PLTA13,NA,NA,OTU_18146"	
"Bacteria,Elusimicrobiota,Lineage IIa,NA,NA,NA,OTU_10245"	
"Bacteria,Actinobacteriota,MB-A2-108,NA,NA,NA,OTU_15406"	
"Bacteria,NA,NA,NA,NA,NA,OTU_12871"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudolabrys,OTU_6664"	
"Bacteria,Actinobacteriota,NA,NA,NA,NA,OTU_19469"	
"Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Thermomonosporaceae,NA,OTU_8098"	
"Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,OTU_15692"	
"Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,NA,NA,OTU_5865"	
"Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,OTU_1284"	chemoheterotrophy
"Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Nordella,OTU_10983"	
"Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,OTU_11947"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,NA,OTU_18916"	
"Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA,OTU_16366"	
"Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,NA,OTU_20584"	
"Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,cvE6,NA,OTU_12158"	intracellular_parasites
"Bacteria,Actinobacteriota,Actinobacteria,Frankiales,NA,NA,OTU_5770"	
"Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,OTU_12553"	
"Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,OTU_15321"	predatory_or_exoparasitic
"Bacteria,Planctomycetota,vadinHA49,NA,NA,NA,OTU_9211"	
"Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,OTU_14485"	intracellular_parasites
"Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,OTU_14262"	
"Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA,OTU_9293"	
"Bacteria,Planctomycetota,NA,NA,NA,NA,OTU_6812"	
"Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Cellulomonadaceae,Cellulomonas,OTU_14164"	fermentation,aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,NA,OTU_8072"	
"Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,OTU_9859"	
"Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA,OTU_12495"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,OTU_9446"	dark_oxidation_of_sulfur_compounds,aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,UTCFX1,OTU_16741"	chemoheterotrophy
"Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Steroidobacter,OTU_2513"	
"Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Ellin517,OTU_7511"	
"Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,OTU_13175"	
"Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,OTU_12897"	
"Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,NA,NA,OTU_11013"	
"Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,OTU_20379"	predatory_or_exoparasitic
"Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,NA,NA,OTU_9333"	
"Bacteria,Actinobacteriota,Actinobacteria,NA,NA,NA,OTU_18844"	
"Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,Tepidisphaera,OTU_17403"	
"Bacteria,Acidobacteriota,Subgroup 5,NA,NA,NA,OTU_7170"	
"Bacteria,Armatimonadota,NA,NA,NA,NA,OTU_19764"	
"Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,OTU_4763"	
"Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,OTU_9332"	
"Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,NA,OTU_17650"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,OTU_7249"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Lacunisphaera,OTU_5210"	
"Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,OTU_10151"	predatory_or_exoparasitic
"Bacteria,Chloroflexi,Anaerolineae,SBR1031,NA,NA,OTU_15182"	
"Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,OTU_8296"	
"Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,OTU_8329"	
"Bacteria,Elusimicrobiota,Lineage IIa,NA,NA,NA,OTU_8451"	
"Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Xiphinematobacteraceae,Candidatus Xiphinematobacter,OTU_13217"	animal_parasites_or_symbionts
"Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,Alkanibacter,OTU_6946"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,OTU_12313"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,NA,OTU_15853"	
"Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,NA,NA,OTU_11095"	
"Bacteria,Firmicutes,Bacilli,Caldalkalibacillales,Caldalkalibacillaceae,Caldalkalibacillus,OTU_18572"	
"Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,OTU_9905"	
"Bacteria,Chloroflexi,Chloroflexia,Kallotenuales,AKIW781,NA,OTU_17652"	
"Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA,OTU_4558"	
"Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,OTU_6037"	chemoheterotrophy
"Bacteria,FCPU426,NA,NA,NA,NA,OTU_18867"	
"Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,Litorilinea,OTU_11345"	chemoheterotrophy
"Bacteria,Chloroflexi,KD4-96,NA,NA,NA,OTU_1879"	
"Bacteria,NA,NA,NA,NA,NA,OTU_10338"	
